IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.74.35,2095,2095,false,SIN,Asia Pacific,Singapore,16,10.94
8.219.174.142,8880,8880,false,SIN,Asia Pacific,Singapore,10,10.94
8.219.126.3,80,80,false,SIN,Asia Pacific,Singapore,17,10.93
47.236.146.249,2096,2096,true,SIN,Asia Pacific,Singapore,71,10.93
8.222.134.170,8880,8880,false,SIN,Asia Pacific,Singapore,24,10.93
8.219.220.88,80,80,false,SIN,Asia Pacific,Singapore,23,10.93
8.218.85.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,44,10.93
8.222.211.16,443,443,true,SIN,Asia Pacific,Singapore,60,10.93
8.219.51.211,8080,8080,false,SIN,Asia Pacific,Singapore,14,10.92
47.236.253.41,80,80,false,SIN,Asia Pacific,Singapore,7,10.92
8.219.179.34,2053,2053,true,SIN,Asia Pacific,Singapore,116,10.91
8.219.188.162,2052,2052,false,SIN,Asia Pacific,Singapore,9,10.91
8.222.226.15,2087,2087,true,SIN,Asia Pacific,Singapore,135,10.91
8.219.186.189,8080,8080,false,SIN,Asia Pacific,Singapore,33,10.90
8.219.99.169,2096,2096,true,SIN,Asia Pacific,Singapore,78,10.89
8.219.110.88,8880,8880,false,SIN,Asia Pacific,Singapore,17,10.89
8.219.152.195,80,80,false,SIN,Asia Pacific,Singapore,13,10.89
47.245.84.124,2095,2095,false,SIN,Asia Pacific,Singapore,7,10.88
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,11,10.86
8.222.184.198,2086,2086,false,SIN,Asia Pacific,Singapore,10,10.85
8.219.117.106,443,443,true,SIN,Asia Pacific,Singapore,129,10.85
8.219.250.239,2096,2096,true,SIN,Asia Pacific,Singapore,81,10.85
47.236.169.15,2082,2082,false,SIN,Asia Pacific,Singapore,15,10.85
8.219.140.229,2082,2082,false,SIN,Asia Pacific,Singapore,40,10.85
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,14,10.84
8.219.175.127,2053,2053,true,SIN,Asia Pacific,Singapore,70,10.84
8.219.250.239,2086,2086,false,SIN,Asia Pacific,Singapore,5,10.84
8.219.188.162,2082,2082,false,SIN,Asia Pacific,Singapore,12,10.83
8.219.247.203,80,80,false,SIN,Asia Pacific,Singapore,6,10.82
8.219.241.189,80,80,false,SIN,Asia Pacific,Singapore,24,10.82
8.210.9.129,443,443,true,HKG,Asia Pacific,Hong Kong,61,10.81
47.236.180.51,8880,8880,false,SIN,Asia Pacific,Singapore,42,10.81
8.219.174.213,2086,2086,false,SIN,Asia Pacific,Singapore,17,10.81
8.222.236.229,2052,2052,false,SIN,Asia Pacific,Singapore,30,10.81
8.222.180.242,2096,2096,true,SIN,Asia Pacific,Singapore,74,10.81
8.219.210.64,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.80
47.236.174.206,2087,2087,true,SIN,Asia Pacific,Singapore,72,10.79
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,8,10.79
8.219.60.68,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.79
8.222.198.105,2083,2083,true,SIN,Asia Pacific,Singapore,125,10.78
8.219.179.34,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.78
8.219.140.229,2086,2086,false,SIN,Asia Pacific,Singapore,9,10.77
47.236.167.231,2052,2052,false,SIN,Asia Pacific,Singapore,24,10.77
8.219.163.195,2052,2052,false,SIN,Asia Pacific,Singapore,25,10.77
47.236.172.71,2096,2096,true,SIN,Asia Pacific,Singapore,112,10.77
8.219.193.202,8080,8080,false,SIN,Asia Pacific,Singapore,56,10.76
8.219.228.186,2052,2052,false,SIN,Asia Pacific,Singapore,5,10.76
8.219.126.3,2083,2083,true,SIN,Asia Pacific,Singapore,79,10.75
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,37,10.75
8.222.226.15,2086,2086,false,SIN,Asia Pacific,Singapore,3,10.75
47.236.104.98,2086,2086,false,SIN,Asia Pacific,Singapore,36,10.75
8.219.114.201,2083,2083,true,SIN,Asia Pacific,Singapore,71,10.74
8.219.50.180,2095,2095,false,SIN,Asia Pacific,Singapore,4,10.74
8.219.13.143,80,80,false,SIN,Asia Pacific,Singapore,15,10.74
8.217.167.88,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,10.74
8.219.197.111,443,443,true,SIN,Asia Pacific,Singapore,80,10.74
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,4,10.74
8.222.144.117,2095,2095,false,SIN,Asia Pacific,Singapore,22,10.73
47.236.170.54,2095,2095,false,SIN,Asia Pacific,Singapore,16,10.73
8.217.250.222,8443,8443,true,HKG,Asia Pacific,Hong Kong,115,10.72
47.236.168.17,2083,2083,true,SIN,Asia Pacific,Singapore,66,10.72
8.219.124.227,443,443,true,SIN,Asia Pacific,Singapore,73,10.72
8.219.1.92,8443,8443,true,SIN,Asia Pacific,Singapore,86,10.71
47.236.146.249,2083,2083,true,SIN,Asia Pacific,Singapore,74,10.71
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,32,10.71
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,10.70
8.219.3.53,443,443,true,SIN,Asia Pacific,Singapore,56,10.70
8.219.197.111,8880,8880,false,SIN,Asia Pacific,Singapore,49,10.70
47.88.15.127,443,443,true,SJC,North America,San Jose,175,10.70
8.219.99.169,2082,2082,false,SIN,Asia Pacific,Singapore,34,10.69
8.217.250.222,80,80,false,HKG,Asia Pacific,Hong Kong,94,10.68
8.222.167.147,2053,2053,true,SIN,Asia Pacific,Singapore,109,10.68
47.236.202.91,2083,2083,true,SIN,Asia Pacific,Singapore,90,10.67
8.219.142.191,8443,8443,true,SIN,Asia Pacific,Singapore,60,10.67
8.222.211.16,8443,8443,true,SIN,Asia Pacific,Singapore,135,10.67
47.241.209.61,443,443,true,SIN,Asia Pacific,Singapore,41,10.67
47.236.254.120,2096,2096,true,SIN,Asia Pacific,Singapore,51,10.66
8.222.184.198,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.66
8.219.237.250,2086,2086,false,SIN,Asia Pacific,Singapore,6,10.66
8.219.202.130,2053,2053,true,SIN,Asia Pacific,Singapore,157,10.65
8.219.13.143,2082,2082,false,SIN,Asia Pacific,Singapore,15,10.64
8.222.202.163,80,80,false,SIN,Asia Pacific,Singapore,6,10.64
8.222.224.17,2096,2096,true,SIN,Asia Pacific,Singapore,115,10.64
8.222.167.147,2096,2096,true,SIN,Asia Pacific,Singapore,47,10.64
8.219.84.214,8443,8443,true,SIN,Asia Pacific,Singapore,83,10.64
8.222.146.222,2082,2082,false,SIN,Asia Pacific,Singapore,24,10.63
8.222.212.172,8443,8443,true,SIN,Asia Pacific,Singapore,86,10.63
8.222.237.131,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.63
8.219.242.208,2052,2052,false,SIN,Asia Pacific,Singapore,40,10.62
8.219.197.111,2096,2096,true,SIN,Asia Pacific,Singapore,86,10.62
8.219.40.37,80,80,false,SIN,Asia Pacific,Singapore,6,10.62
8.219.201.245,8880,8880,false,SIN,Asia Pacific,Singapore,9,10.62
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,38,10.62
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,10.61
8.219.228.186,80,80,false,SIN,Asia Pacific,Singapore,13,10.61
8.222.174.108,8080,8080,false,SIN,Asia Pacific,Singapore,13,10.60
8.219.199.220,2095,2095,false,SIN,Asia Pacific,Singapore,21,10.60
8.218.22.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,43,10.59
8.219.215.214,8443,8443,true,SIN,Asia Pacific,Singapore,53,10.59
8.219.193.22,443,443,true,SIN,Asia Pacific,Singapore,118,10.59
47.237.8.82,2083,2083,true,SIN,Asia Pacific,Singapore,49,10.59
8.219.250.239,80,80,false,SIN,Asia Pacific,Singapore,5,10.59
8.219.0.162,2095,2095,false,SIN,Asia Pacific,Singapore,14,10.59
8.219.84.214,2096,2096,true,SIN,Asia Pacific,Singapore,69,10.58
47.74.49.238,2082,2082,false,NRT,Asia Pacific,Tokyo,76,10.58
8.219.100.155,443,443,true,SIN,Asia Pacific,Singapore,98,10.57
8.222.214.13,443,443,true,SIN,Asia Pacific,Singapore,22,10.57
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,53,10.57
8.219.141.174,2096,2096,true,SIN,Asia Pacific,Singapore,86,10.57
47.236.125.62,2095,2095,false,NRT,Asia Pacific,Tokyo,78,10.56
8.219.77.222,2083,2083,true,SIN,Asia Pacific,Singapore,101,10.56
47.236.168.17,2087,2087,true,SIN,Asia Pacific,Singapore,91,10.56
8.219.139.13,2086,2086,false,SIN,Asia Pacific,Singapore,21,10.55
8.219.222.98,443,443,true,SIN,Asia Pacific,Singapore,93,10.54
8.219.124.227,8880,8880,false,SIN,Asia Pacific,Singapore,24,10.54
8.219.151.193,80,80,false,SIN,Asia Pacific,Singapore,5,10.54
8.219.193.22,8443,8443,true,SIN,Asia Pacific,Singapore,118,10.54
8.219.186.189,8080,8080,false,SIN,Asia Pacific,Singapore,25,10.53
8.219.104.242,2083,2083,true,SIN,Asia Pacific,Singapore,71,10.52
8.217.221.165,443,443,true,HKG,Asia Pacific,Hong Kong,102,10.52
8.219.93.5,2053,2053,true,SIN,Asia Pacific,Singapore,76,10.52
8.219.228.157,2082,2082,false,SIN,Asia Pacific,Singapore,29,10.52
47.236.202.91,2087,2087,true,SIN,Asia Pacific,Singapore,53,10.52
8.219.237.250,8880,8880,false,SIN,Asia Pacific,Singapore,11,10.51
8.219.191.40,2086,2086,false,SIN,Asia Pacific,Singapore,13,10.51
8.219.215.214,2083,2083,true,SIN,Asia Pacific,Singapore,195,10.51
8.217.147.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,71,10.50
47.254.66.75,80,443,true,SJC,North America,San Jose,222,10.49
8.222.180.86,2052,2052,false,SIN,Asia Pacific,Singapore,8,10.49
8.219.87.34,2086,2086,false,SIN,Asia Pacific,Singapore,10,10.48
8.222.138.164,8080,8080,false,SIN,Asia Pacific,Singapore,10,10.47
8.217.207.60,2082,2082,false,HKG,Asia Pacific,Hong Kong,115,10.47
8.219.210.64,8443,8443,true,SIN,Asia Pacific,Singapore,133,10.45
8.219.93.5,2086,2086,false,SIN,Asia Pacific,Singapore,10,10.45
8.222.215.228,80,80,false,SIN,Asia Pacific,Singapore,31,10.44
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,19,10.43
8.219.163.195,2095,2095,false,SIN,Asia Pacific,Singapore,13,10.43
47.236.87.206,2082,2082,false,SIN,Asia Pacific,Singapore,32,10.42
8.219.170.232,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.42
47.236.164.215,2095,2095,false,SIN,Asia Pacific,Singapore,7,10.42
47.236.170.54,2083,2083,true,SIN,Asia Pacific,Singapore,59,10.41
8.222.223.34,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.41
8.219.122.55,8880,8880,false,SIN,Asia Pacific,Singapore,12,10.40
8.219.198.34,2095,2095,false,SIN,Asia Pacific,Singapore,15,10.40
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,8,10.39
8.219.58.64,2086,2086,false,SIN,Asia Pacific,Singapore,24,10.39
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,10.39
8.219.86.200,2087,2087,true,SIN,Asia Pacific,Singapore,97,10.38
8.218.8.142,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,10.38
8.219.98.13,8880,8880,false,SIN,Asia Pacific,Singapore,40,10.38
8.219.237.250,80,80,false,SIN,Asia Pacific,Singapore,21,10.38
8.219.201.8,2083,2083,true,SIN,Asia Pacific,Singapore,63,10.37
47.236.87.206,2053,2053,true,SIN,Asia Pacific,Singapore,67,10.37
8.219.72.51,2052,2052,false,SIN,Asia Pacific,Singapore,23,10.36
8.219.167.65,2053,2053,true,SIN,Asia Pacific,Singapore,106,10.36
8.219.139.13,80,80,false,SIN,Asia Pacific,Singapore,25,10.35
8.219.104.242,2053,2053,true,SIN,Asia Pacific,Singapore,59,10.35
8.219.220.88,8880,8880,false,SIN,Asia Pacific,Singapore,36,10.35
8.219.78.1,2083,2083,true,SIN,Asia Pacific,Singapore,148,10.34
8.218.211.17,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,10.34
8.219.193.202,8880,8880,false,SIN,Asia Pacific,Singapore,128,10.33
47.236.172.95,2083,2083,true,SIN,Asia Pacific,Singapore,149,10.33
8.219.73.21,2083,2083,true,SIN,Asia Pacific,Singapore,136,10.33
8.222.144.117,8443,8443,true,SIN,Asia Pacific,Singapore,93,10.31
8.222.249.190,2095,2095,false,SIN,Asia Pacific,Singapore,4,10.31
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,14,10.31
47.88.101.9,443,443,true,SJC,North America,San Jose,177,10.31
8.222.184.198,80,80,false,SIN,Asia Pacific,Singapore,5,10.31
8.219.101.138,2082,2082,false,SIN,Asia Pacific,Singapore,14,10.31
8.210.117.18,443,443,true,HKG,Asia Pacific,Hong Kong,61,10.31
8.219.13.143,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.30
8.222.214.231,2083,2083,true,SIN,Asia Pacific,Singapore,8,10.30
8.219.215.214,443,443,true,SIN,Asia Pacific,Singapore,95,10.30
47.236.104.98,2087,2087,true,SIN,Asia Pacific,Singapore,92,10.29
8.219.97.179,2086,2086,false,SIN,Asia Pacific,Singapore,25,10.29
8.217.207.60,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,10.28
8.219.51.211,80,80,false,SIN,Asia Pacific,Singapore,13,10.27
47.236.146.249,2087,2087,true,SIN,Asia Pacific,Singapore,121,10.27
8.219.202.130,2083,2083,true,SIN,Asia Pacific,Singapore,65,10.26
8.219.157.97,2052,2052,false,SIN,Asia Pacific,Singapore,12,10.25
8.222.150.197,2096,2096,true,SIN,Asia Pacific,Singapore,70,10.25
8.219.110.88,2087,2087,true,SIN,Asia Pacific,Singapore,116,10.25
8.217.250.5,8080,8080,false,HKG,Asia Pacific,Hong Kong,38,10.25
8.219.60.54,2053,2053,true,SIN,Asia Pacific,Singapore,7,10.24
47.236.202.91,2096,2096,true,SIN,Asia Pacific,Singapore,123,10.24
8.219.193.22,2087,2087,true,SIN,Asia Pacific,Singapore,115,10.24
47.245.114.163,8080,8080,false,SIN,Asia Pacific,Singapore,9,10.24
8.219.228.193,8443,8443,true,SIN,Asia Pacific,Singapore,59,10.24
8.219.229.190,8443,8443,true,SIN,Asia Pacific,Singapore,129,10.24
8.219.250.239,2053,2053,true,SIN,Asia Pacific,Singapore,101,10.23
47.236.123.133,8443,8443,true,SIN,Asia Pacific,Singapore,89,10.23
8.219.73.188,2087,2087,true,SIN,Asia Pacific,Singapore,89,10.22
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,10.22
8.222.184.198,8880,8880,false,SIN,Asia Pacific,Singapore,13,10.21
8.219.198.34,2096,2096,true,SIN,Asia Pacific,Singapore,71,10.21
8.219.122.96,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.20
8.219.86.200,2096,2096,true,SIN,Asia Pacific,Singapore,66,10.20
8.219.201.245,2087,2087,true,SIN,Asia Pacific,Singapore,139,10.20
8.219.106.15,443,443,true,SIN,Asia Pacific,Singapore,114,10.20
8.222.210.182,2086,2086,false,SIN,Asia Pacific,Singapore,9,10.20
8.219.86.200,2096,2096,true,SIN,Asia Pacific,Singapore,81,10.20
47.237.14.233,443,443,true,SIN,Asia Pacific,Singapore,58,10.20
8.219.188.162,443,443,true,SIN,Asia Pacific,Singapore,82,10.20
8.219.178.101,2087,2087,true,SIN,Asia Pacific,Singapore,89,10.20
8.222.136.247,2082,2082,false,SIN,Asia Pacific,Singapore,58,10.19
8.219.74.35,2095,2095,false,SIN,Asia Pacific,Singapore,16,10.18
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,26,10.18
8.219.200.145,2083,2083,true,SIN,Asia Pacific,Singapore,62,10.18
8.222.208.38,2087,2087,true,SIN,Asia Pacific,Singapore,83,10.18
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,26,10.18
8.219.50.180,2087,2087,true,SIN,Asia Pacific,Singapore,55,10.18
8.219.72.51,8443,8443,true,SIN,Asia Pacific,Singapore,100,10.18
8.222.138.164,2086,2086,false,SIN,Asia Pacific,Singapore,30,10.17
8.219.201.245,2095,2095,false,SIN,Asia Pacific,Singapore,14,10.17
47.236.174.206,8080,8080,false,SIN,Asia Pacific,Singapore,11,10.17
8.219.228.186,443,443,true,SIN,Asia Pacific,Singapore,188,10.17
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,24,10.16
8.222.214.13,2096,2096,true,SIN,Asia Pacific,Singapore,51,10.15
8.222.223.34,2096,2096,true,SIN,Asia Pacific,Singapore,67,10.15
8.219.122.96,2053,2053,true,SIN,Asia Pacific,Singapore,84,10.15
8.217.251.62,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,10.14
47.88.15.127,443,443,true,SJC,North America,San Jose,190,10.14
8.219.179.34,2083,2083,true,SIN,Asia Pacific,Singapore,70,10.14
8.222.211.16,2086,2086,false,SIN,Asia Pacific,Singapore,6,10.13
8.219.210.64,8080,8080,false,SIN,Asia Pacific,Singapore,15,10.13
8.219.61.52,2083,2083,true,SIN,Asia Pacific,Singapore,121,10.12
8.217.193.25,8880,8880,false,HKG,Asia Pacific,Hong Kong,60,10.12
8.219.206.53,2095,2095,false,SIN,Asia Pacific,Singapore,31,10.11
8.222.202.163,2087,2087,true,SIN,Asia Pacific,Singapore,65,10.11
8.219.228.157,8443,8443,true,SIN,Asia Pacific,Singapore,105,10.11
8.219.0.162,80,80,false,SIN,Asia Pacific,Singapore,16,10.10
8.217.49.34,8443,8443,true,HKG,Asia Pacific,Hong Kong,59,10.10
47.245.105.224,8080,8080,false,SIN,Asia Pacific,Singapore,10,10.09
8.219.113.232,8880,8880,false,SIN,Asia Pacific,Singapore,20,10.09
8.222.208.38,2083,2083,true,SIN,Asia Pacific,Singapore,52,10.09
8.219.66.156,443,443,true,NRT,Asia Pacific,Tokyo,168,10.08
8.219.40.37,8080,8080,false,SIN,Asia Pacific,Singapore,7,10.08
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,71,10.08
47.236.171.205,8443,8443,true,SIN,Asia Pacific,Singapore,85,10.08
8.219.104.242,2087,2087,true,SIN,Asia Pacific,Singapore,99,10.07
8.219.238.145,2086,2086,false,SIN,Asia Pacific,Singapore,21,10.07
8.219.200.145,2083,2083,true,SIN,Asia Pacific,Singapore,130,10.07
47.236.123.133,2087,2087,true,SIN,Asia Pacific,Singapore,44,10.07
8.222.221.90,2096,2096,true,SIN,Asia Pacific,Singapore,64,10.06
47.236.180.51,2052,2052,false,SIN,Asia Pacific,Singapore,44,10.06
47.236.172.95,2095,2095,false,SIN,Asia Pacific,Singapore,43,10.06
8.219.61.52,443,443,true,SIN,Asia Pacific,Singapore,156,10.05
47.243.42.219,2083,2083,true,HKG,Asia Pacific,Hong Kong,73,10.05
8.219.215.214,2053,2053,true,SIN,Asia Pacific,Singapore,113,10.05
47.242.54.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,10.05
8.219.201.8,2083,2083,true,SIN,Asia Pacific,Singapore,109,10.05
47.88.101.9,80,443,true,SJC,North America,San Jose,181,10.04
8.219.122.55,2087,2087,true,SIN,Asia Pacific,Singapore,95,10.04
8.219.247.203,80,80,false,SIN,Asia Pacific,Singapore,11,10.04
8.219.140.229,2096,2096,true,SIN,Asia Pacific,Singapore,85,10.04
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,32,10.04
8.219.215.214,2087,2087,true,SIN,Asia Pacific,Singapore,53,10.03
8.219.1.92,2053,2053,true,SIN,Asia Pacific,Singapore,56,10.03
8.217.239.116,2082,2082,false,HKG,Asia Pacific,Hong Kong,67,10.03
8.219.151.193,2096,2096,true,SIN,Asia Pacific,Singapore,65,10.02
8.222.202.163,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.02
8.219.126.3,8080,8080,false,SIN,Asia Pacific,Singapore,7,10.01
8.222.128.131,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.00
47.236.170.54,8443,8443,true,SIN,Asia Pacific,Singapore,62,10.00
8.219.50.180,2053,2053,true,SIN,Asia Pacific,Singapore,95,10.00
8.218.8.142,2083,2083,true,HKG,Asia Pacific,Hong Kong,66,9.99
8.219.188.162,8080,8080,false,SIN,Asia Pacific,Singapore,31,9.99
8.222.221.109,2086,2086,false,SIN,Asia Pacific,Singapore,4,9.99
8.218.2.181,2053,2053,true,HKG,Asia Pacific,Hong Kong,112,9.99
8.219.140.229,2053,2053,true,SIN,Asia Pacific,Singapore,111,9.99
8.222.193.65,2096,2096,true,SIN,Asia Pacific,Singapore,4,9.99
47.236.172.95,8443,8443,true,SIN,Asia Pacific,Singapore,127,9.98
8.219.140.63,2095,2095,false,SIN,Asia Pacific,Singapore,4,9.97
8.219.191.40,2087,2087,true,SIN,Asia Pacific,Singapore,55,9.97
8.222.212.219,2087,2087,true,SIN,Asia Pacific,Singapore,37,9.97
8.219.12.152,8080,8080,false,SIN,Asia Pacific,Singapore,14,9.95
8.219.193.22,2096,2096,true,SIN,Asia Pacific,Singapore,102,9.95
8.219.222.8,2083,2083,true,SIN,Asia Pacific,Singapore,78,9.94
47.254.66.75,443,443,true,SJC,North America,San Jose,181,9.94
8.219.215.214,8080,8080,false,SIN,Asia Pacific,Singapore,25,9.94
47.236.165.25,2096,2096,true,SIN,Asia Pacific,Singapore,78,9.94
8.222.193.208,8080,8080,false,SIN,Asia Pacific,Singapore,9,9.93
47.242.232.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,9.93
8.219.126.240,2052,2052,false,SIN,Asia Pacific,Singapore,16,9.92
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,11,9.91
47.236.169.15,8080,8080,false,SIN,Asia Pacific,Singapore,6,9.91
8.217.251.62,443,443,true,HKG,Asia Pacific,Hong Kong,183,9.91
8.219.179.34,2052,2052,false,SIN,Asia Pacific,Singapore,3,9.91
8.219.82.35,2052,2052,false,SIN,Asia Pacific,Singapore,7,9.90
8.222.214.231,8880,8880,false,SIN,Asia Pacific,Singapore,4,9.90
8.219.13.143,8080,8080,false,SIN,Asia Pacific,Singapore,28,9.89
8.219.228.193,80,80,false,SIN,Asia Pacific,Singapore,23,9.89
47.236.116.182,8080,8080,false,SIN,Asia Pacific,Singapore,23,9.89
47.236.174.206,2082,2082,false,SIN,Asia Pacific,Singapore,17,9.89
8.219.174.213,2087,2087,true,SIN,Asia Pacific,Singapore,89,9.88
8.222.244.192,2083,2083,true,SIN,Asia Pacific,Singapore,37,9.87
8.219.167.65,8443,8443,true,SIN,Asia Pacific,Singapore,57,9.87
8.219.174.142,2083,2083,true,SIN,Asia Pacific,Singapore,106,9.87
8.219.241.189,8443,8443,true,SIN,Asia Pacific,Singapore,98,9.86
47.236.7.106,2096,2096,true,SIN,Asia Pacific,Singapore,49,9.86
8.219.196.24,80,80,false,SIN,Asia Pacific,Singapore,19,9.86
8.219.191.40,8880,8880,false,SIN,Asia Pacific,Singapore,12,9.86
47.237.8.82,8443,8443,true,SIN,Asia Pacific,Singapore,76,9.85
47.236.121.7,2052,2052,false,SIN,Asia Pacific,Singapore,35,9.85
8.219.103.126,2096,2096,true,SIN,Asia Pacific,Singapore,74,9.85
8.219.195.47,8880,8880,false,SIN,Asia Pacific,Singapore,25,9.85
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,13,9.84
8.219.5.10,443,443,true,SIN,Asia Pacific,Singapore,65,9.84
8.219.151.193,2087,2087,true,SIN,Asia Pacific,Singapore,144,9.84
8.219.245.187,2087,2087,true,SIN,Asia Pacific,Singapore,112,9.83
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,34,9.83
8.222.144.117,2096,2096,true,SIN,Asia Pacific,Singapore,99,9.83
47.242.54.157,80,80,false,HKG,Asia Pacific,Hong Kong,42,9.82
8.219.201.245,2096,2096,true,SIN,Asia Pacific,Singapore,69,9.82
8.219.73.21,2052,2052,false,SIN,Asia Pacific,Singapore,30,9.82
8.219.122.96,2096,2096,true,SIN,Asia Pacific,Singapore,113,9.82
8.219.6.157,2082,2082,false,SIN,Asia Pacific,Singapore,53,9.81
8.219.139.13,2052,2052,false,SIN,Asia Pacific,Singapore,22,9.81
8.219.170.223,2096,2096,true,SIN,Asia Pacific,Singapore,120,9.81
