IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.219.13.143,2095,2095,false,SIN,Asia Pacific,Singapore,7,8.39
8.219.251.81,8880,8880,false,SIN,Asia Pacific,Singapore,10,8.39
8.222.209.223,2087,2087,true,SIN,Asia Pacific,Singapore,79,8.39
8.219.170.223,2086,2086,false,SIN,Asia Pacific,Singapore,14,8.39
8.210.146.108,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,8.39
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,8.38
8.219.100.168,2096,2096,true,SIN,Asia Pacific,Singapore,122,8.38
8.218.85.128,2087,2087,true,HKG,Asia Pacific,Hong Kong,103,8.38
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,14,8.38
8.222.138.164,80,80,false,SIN,Asia Pacific,Singapore,31,8.37
8.219.126.3,2053,2053,true,SIN,Asia Pacific,Singapore,86,8.37
8.222.144.50,8080,8080,false,SIN,Asia Pacific,Singapore,13,8.37
8.219.99.169,2086,2086,false,SIN,Asia Pacific,Singapore,5,8.37
8.219.167.65,2052,2052,false,SIN,Asia Pacific,Singapore,18,8.37
8.219.72.51,2087,2087,true,SIN,Asia Pacific,Singapore,85,8.37
8.219.100.155,8443,8443,true,SIN,Asia Pacific,Singapore,70,8.37
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,42,8.37
8.219.3.53,80,80,false,SIN,Asia Pacific,Singapore,4,8.37
8.219.175.127,2086,2086,false,SIN,Asia Pacific,Singapore,24,8.37
8.222.187.4,8080,8080,false,SIN,Asia Pacific,Singapore,6,8.36
47.236.144.196,2053,2053,true,SIN,Asia Pacific,Singapore,26,8.36
8.210.119.11,80,80,false,HKG,Asia Pacific,Hong Kong,72,8.36
8.219.142.229,8443,8443,true,SIN,Asia Pacific,Singapore,134,8.35
47.243.107.148,2052,2052,false,HKG,Asia Pacific,Hong Kong,43,8.35
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,59,8.35
8.219.238.145,2052,2052,false,SIN,Asia Pacific,Singapore,17,8.35
8.219.228.157,2086,2086,false,SIN,Asia Pacific,Singapore,14,8.35
8.219.140.63,2083,2083,true,SIN,Asia Pacific,Singapore,89,8.35
47.236.168.17,2082,2082,false,SIN,Asia Pacific,Singapore,15,8.34
8.219.193.22,8080,8080,false,SIN,Asia Pacific,Singapore,3,8.34
8.219.251.81,2082,2082,false,SIN,Asia Pacific,Singapore,16,8.34
8.219.240.160,443,443,true,SIN,Asia Pacific,Singapore,107,8.34
8.222.208.38,2095,2095,false,SIN,Asia Pacific,Singapore,5,8.34
8.219.194.170,8080,8080,false,SIN,Asia Pacific,Singapore,12,8.34
8.222.249.190,2095,2095,false,SIN,Asia Pacific,Singapore,26,8.33
8.222.140.87,2086,2086,false,SIN,Asia Pacific,Singapore,25,8.33
8.217.250.5,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,8.33
47.236.172.95,2086,2086,false,SIN,Asia Pacific,Singapore,38,8.32
8.219.147.58,2083,2083,true,SIN,Asia Pacific,Singapore,140,8.32
47.236.202.91,2096,2096,true,SIN,Asia Pacific,Singapore,71,8.32
8.222.254.91,2083,2083,true,SIN,Asia Pacific,Singapore,92,8.30
47.74.49.238,2083,2083,true,NRT,Asia Pacific,Tokyo,137,8.30
47.236.144.156,2087,2087,true,SIN,Asia Pacific,Singapore,93,8.30
8.222.162.45,2052,2052,false,SIN,Asia Pacific,Singapore,12,8.30
8.219.110.88,2053,2053,true,SIN,Asia Pacific,Singapore,118,8.29
8.217.147.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,8.29
8.219.60.54,2096,2096,true,SIN,Asia Pacific,Singapore,36,8.29
8.219.197.111,2086,2086,false,SIN,Asia Pacific,Singapore,47,8.29
8.219.82.35,2087,2087,true,SIN,Asia Pacific,Singapore,93,8.29
8.218.8.142,8443,8443,true,HKG,Asia Pacific,Hong Kong,68,8.29
8.219.196.117,2052,2052,false,SIN,Asia Pacific,Singapore,10,8.29
47.236.158.158,2096,2096,true,SIN,Asia Pacific,Singapore,67,8.29
8.219.145.245,8443,8443,true,SIN,Asia Pacific,Singapore,149,8.29
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,74,8.28
47.236.144.196,8080,8080,false,SIN,Asia Pacific,Singapore,17,8.27
8.219.42.72,2083,2083,true,SIN,Asia Pacific,Singapore,87,8.27
8.219.200.145,8080,8080,false,SIN,Asia Pacific,Singapore,39,8.27
47.236.121.7,8443,8443,true,SIN,Asia Pacific,Singapore,97,8.27
47.237.8.82,2096,2096,true,SIN,Asia Pacific,Singapore,50,8.27
8.219.50.180,2096,2096,true,SIN,Asia Pacific,Singapore,153,8.27
47.236.169.164,2087,2087,true,SIN,Asia Pacific,Singapore,50,8.27
8.219.196.117,8443,8443,true,SIN,Asia Pacific,Singapore,175,8.26
47.236.144.48,2095,2095,false,SIN,Asia Pacific,Singapore,15,8.26
8.219.101.138,2096,2096,true,SIN,Asia Pacific,Singapore,91,8.26
8.219.1.92,2052,2052,false,SIN,Asia Pacific,Singapore,14,8.26
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,70,8.26
8.219.142.191,2096,2096,true,SIN,Asia Pacific,Singapore,87,8.25
47.236.130.95,80,80,false,SIN,Asia Pacific,Singapore,31,8.24
8.219.103.57,2096,2096,true,SIN,Asia Pacific,Singapore,76,8.24
8.219.3.53,8880,8880,false,SIN,Asia Pacific,Singapore,3,8.24
8.219.1.92,8880,8880,false,SIN,Asia Pacific,Singapore,27,8.24
8.219.222.98,80,80,false,SIN,Asia Pacific,Singapore,80,8.24
8.219.229.190,2083,2083,true,SIN,Asia Pacific,Singapore,107,8.24
8.222.180.242,2082,2082,false,SIN,Asia Pacific,Singapore,16,8.24
47.236.158.158,2052,2052,false,SIN,Asia Pacific,Singapore,18,8.24
8.219.174.213,2052,2052,false,SIN,Asia Pacific,Singapore,7,8.23
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,23,8.23
8.219.200.145,80,80,false,SIN,Asia Pacific,Singapore,13,8.23
8.219.242.208,2082,2082,false,SIN,Asia Pacific,Singapore,17,8.23
8.222.174.108,2086,2086,false,SIN,Asia Pacific,Singapore,16,8.23
47.74.7.51,8080,8080,false,NRT,Asia Pacific,Tokyo,74,8.22
47.236.121.7,80,80,false,SIN,Asia Pacific,Singapore,24,8.22
8.222.137.192,8443,8443,true,SIN,Asia Pacific,Singapore,73,8.22
8.219.103.126,2053,2053,true,SIN,Asia Pacific,Singapore,62,8.21
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,113,8.21
8.219.40.37,2053,2053,true,SIN,Asia Pacific,Singapore,146,8.21
8.219.206.180,2096,2096,true,SIN,Asia Pacific,Singapore,80,8.21
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,8,8.21
8.219.74.35,2052,2052,false,SIN,Asia Pacific,Singapore,20,8.21
8.219.229.190,2096,2096,true,SIN,Asia Pacific,Singapore,110,8.20
8.219.50.180,8443,8443,true,SIN,Asia Pacific,Singapore,81,8.20
47.236.165.25,2053,2053,true,SIN,Asia Pacific,Singapore,72,8.19
8.222.137.192,2052,2052,false,SIN,Asia Pacific,Singapore,6,8.19
8.219.161.129,2053,2053,true,SIN,Asia Pacific,Singapore,111,8.19
8.222.180.242,8443,8443,true,SIN,Asia Pacific,Singapore,11,8.18
8.219.197.111,8443,8443,true,SIN,Asia Pacific,Singapore,122,8.18
8.219.237.250,2095,2095,false,SIN,Asia Pacific,Singapore,2,8.17
8.219.174.142,2087,2087,true,SIN,Asia Pacific,Singapore,64,8.17
8.219.6.157,2095,2095,false,SIN,Asia Pacific,Singapore,15,8.17
8.219.87.34,8443,8443,true,SIN,Asia Pacific,Singapore,198,8.17
8.219.106.15,8443,8443,true,SIN,Asia Pacific,Singapore,92,8.16
47.236.121.7,2095,2095,false,SIN,Asia Pacific,Singapore,20,8.16
8.222.193.65,80,80,false,SIN,Asia Pacific,Singapore,19,8.16
47.236.123.133,2053,2053,true,SIN,Asia Pacific,Singapore,24,8.16
8.219.206.180,8080,8080,false,SIN,Asia Pacific,Singapore,13,8.15
47.237.8.82,2095,2095,false,SIN,Asia Pacific,Singapore,25,8.15
47.76.146.1,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,8.15
8.222.162.45,2083,2083,true,SIN,Asia Pacific,Singapore,47,8.14
47.236.144.208,2083,2083,true,SIN,Asia Pacific,Singapore,71,8.14
8.218.2.181,2082,2082,false,HKG,Asia Pacific,Hong Kong,40,8.14
47.236.144.196,2052,2052,false,SIN,Asia Pacific,Singapore,20,8.13
8.219.122.55,2096,2096,true,SIN,Asia Pacific,Singapore,79,8.13
47.236.165.25,80,80,false,SIN,Asia Pacific,Singapore,10,8.13
8.218.243.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,8.13
8.219.240.160,8080,8080,false,SIN,Asia Pacific,Singapore,13,8.13
8.217.159.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,77,8.12
8.219.122.96,2052,2052,false,SIN,Asia Pacific,Singapore,14,8.12
8.218.3.12,2087,2087,true,HKG,Asia Pacific,Hong Kong,102,8.12
8.222.223.34,8443,8443,true,SIN,Asia Pacific,Singapore,118,8.12
8.219.157.97,2053,2053,true,SIN,Asia Pacific,Singapore,91,8.12
8.219.215.214,80,80,false,SIN,Asia Pacific,Singapore,14,8.11
8.222.162.45,80,80,false,SIN,Asia Pacific,Singapore,5,8.11
47.236.150.13,8443,8443,true,SIN,Asia Pacific,Singapore,107,8.10
8.219.210.64,2096,2096,true,SIN,Asia Pacific,Singapore,138,8.10
8.222.221.109,80,80,false,SIN,Asia Pacific,Singapore,4,8.09
47.76.94.15,2096,2096,true,HKG,Asia Pacific,Hong Kong,120,8.09
8.219.93.5,2087,2087,true,SIN,Asia Pacific,Singapore,124,8.09
8.219.179.34,8443,8443,true,SIN,Asia Pacific,Singapore,75,8.09
8.219.67.133,80,80,false,SIN,Asia Pacific,Singapore,6,8.09
8.222.212.219,443,443,true,SIN,Asia Pacific,Singapore,93,8.08
8.219.237.250,2052,2052,false,SIN,Asia Pacific,Singapore,30,8.08
47.251.74.226,80,80,false,LAX,North America,Los Angeles,181,8.08
47.236.202.91,8443,8443,true,SIN,Asia Pacific,Singapore,46,8.08
8.219.241.189,2052,2052,false,SIN,Asia Pacific,Singapore,33,8.07
8.219.106.15,2096,2096,true,SIN,Asia Pacific,Singapore,145,8.07
47.245.126.151,80,80,false,SIN,Asia Pacific,Singapore,5,8.07
8.219.87.34,8080,8080,false,SIN,Asia Pacific,Singapore,17,8.07
47.236.169.15,2096,2096,true,SIN,Asia Pacific,Singapore,80,8.06
8.219.5.10,2086,2086,false,SIN,Asia Pacific,Singapore,30,8.06
47.236.202.91,2087,2087,true,SIN,Asia Pacific,Singapore,119,8.06
8.210.107.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,8.06
47.236.150.13,2086,2086,false,SIN,Asia Pacific,Singapore,14,8.05
8.222.183.242,8443,8443,true,SIN,Asia Pacific,Singapore,82,8.05
8.219.197.111,80,80,false,SIN,Asia Pacific,Singapore,17,8.04
8.210.117.18,2087,2087,true,HKG,Asia Pacific,Hong Kong,45,8.04
47.236.172.95,2082,2082,false,SIN,Asia Pacific,Singapore,23,8.04
8.217.147.230,80,80,false,HKG,Asia Pacific,Hong Kong,74,8.03
8.222.214.231,443,443,true,SIN,Asia Pacific,Singapore,175,8.03
47.236.87.246,8443,8443,true,SIN,Asia Pacific,Singapore,78,8.03
47.236.170.54,2052,2052,false,SIN,Asia Pacific,Singapore,46,8.03
47.236.171.205,2053,2053,true,SIN,Asia Pacific,Singapore,122,8.03
8.222.150.197,2052,2052,false,SIN,Asia Pacific,Singapore,12,8.02
8.219.242.208,80,80,false,SIN,Asia Pacific,Singapore,465,8.02
8.219.122.55,2053,2053,true,SIN,Asia Pacific,Singapore,63,8.02
47.236.116.26,2082,2082,false,SIN,Asia Pacific,Singapore,21,8.02
8.219.238.145,2083,2083,true,SIN,Asia Pacific,Singapore,153,8.02
8.222.202.163,2082,2082,false,SIN,Asia Pacific,Singapore,4,8.02
8.217.221.165,2096,2096,true,HKG,Asia Pacific,Hong Kong,96,8.01
47.243.161.235,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,8.01
8.222.128.131,443,443,true,SIN,Asia Pacific,Singapore,38,8.01
8.219.97.179,2087,2087,true,SIN,Asia Pacific,Singapore,84,8.01
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,60,8.00
8.217.207.60,2053,2053,true,HKG,Asia Pacific,Hong Kong,104,8.00
8.217.250.5,8443,8443,true,HKG,Asia Pacific,Hong Kong,88,8.00
8.219.156.148,2082,2082,false,SIN,Asia Pacific,Singapore,28,8.00
8.219.97.179,8443,8443,true,SIN,Asia Pacific,Singapore,133,8.00
8.210.39.96,2083,2083,true,HKG,Asia Pacific,Hong Kong,51,8.00
47.236.144.208,80,80,false,SIN,Asia Pacific,Singapore,28,8.00
8.219.201.8,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.99
8.222.255.15,2053,2053,true,SIN,Asia Pacific,Singapore,164,7.99
8.219.209.14,2087,2087,true,SIN,Asia Pacific,Singapore,95,7.99
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,12,7.99
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.98
8.219.40.255,2053,2053,true,SIN,Asia Pacific,Singapore,87,7.98
8.219.200.145,2052,2052,false,SIN,Asia Pacific,Singapore,7,7.98
8.219.151.193,8080,8080,false,SIN,Asia Pacific,Singapore,20,7.97
8.219.228.157,2082,2082,false,SIN,Asia Pacific,Singapore,5,7.97
47.236.169.164,2083,2083,true,SIN,Asia Pacific,Singapore,90,7.96
47.243.86.79,2083,2083,true,HKG,Asia Pacific,Hong Kong,55,7.96
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,23,7.96
8.219.142.229,80,80,false,SIN,Asia Pacific,Singapore,14,7.96
8.219.139.13,2087,2087,true,SIN,Asia Pacific,Singapore,61,7.96
8.218.48.92,2087,2087,true,HKG,Asia Pacific,Hong Kong,39,7.96
8.219.241.189,80,80,false,SIN,Asia Pacific,Singapore,40,7.96
8.219.191.40,8080,8080,false,SIN,Asia Pacific,Singapore,22,7.95
8.219.241.189,8880,8880,false,SIN,Asia Pacific,Singapore,25,7.95
47.76.37.57,2053,2053,true,HKG,Asia Pacific,Hong Kong,58,7.95
8.210.3.24,8443,8443,true,HKG,Asia Pacific,Hong Kong,75,7.94
8.222.215.228,2086,2086,false,SIN,Asia Pacific,Singapore,29,7.94
8.219.103.126,2083,2083,true,SIN,Asia Pacific,Singapore,80,7.94
8.219.251.81,2087,2087,true,SIN,Asia Pacific,Singapore,110,7.94
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,18,7.94
8.219.240.160,2086,2086,false,SIN,Asia Pacific,Singapore,10,7.94
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,179,7.94
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,25,7.94
47.236.254.120,2083,2083,true,SIN,Asia Pacific,Singapore,57,7.93
47.236.116.26,8880,8880,false,SIN,Asia Pacific,Singapore,20,7.93
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,38,7.93
8.219.222.8,80,80,false,SIN,Asia Pacific,Singapore,21,7.93
47.236.144.208,8080,8080,false,SIN,Asia Pacific,Singapore,28,7.93
47.245.107.174,8080,8080,false,SIN,Asia Pacific,Singapore,4,7.93
47.243.183.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,78,7.92
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,41,7.92
47.236.10.182,2087,2087,true,SIN,Asia Pacific,Singapore,63,7.92
8.210.117.18,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,7.92
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,67,7.92
47.236.169.164,2096,2096,true,SIN,Asia Pacific,Singapore,78,7.92
8.218.2.181,8880,8880,false,HKG,Asia Pacific,Hong Kong,39,7.91
8.222.223.34,2087,2087,true,SIN,Asia Pacific,Singapore,68,7.91
8.219.177.205,2095,2095,false,SIN,Asia Pacific,Singapore,19,7.91
47.91.16.214,2096,2096,true,NRT,Asia Pacific,Tokyo,72,7.91
8.217.250.5,2053,2053,true,HKG,Asia Pacific,Hong Kong,104,7.90
8.219.196.24,8880,8880,false,SIN,Asia Pacific,Singapore,12,7.90
8.219.177.205,2095,2095,false,SIN,Asia Pacific,Singapore,2,7.90
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,105,7.90
8.219.103.65,2083,2083,true,SIN,Asia Pacific,Singapore,58,7.90
8.219.251.81,2095,2095,false,SIN,Asia Pacific,Singapore,6,7.90
8.219.141.174,80,80,false,SIN,Asia Pacific,Singapore,9,7.90
47.236.169.141,8080,8080,false,SIN,Asia Pacific,Singapore,15,7.90
8.219.151.193,2053,2053,true,SIN,Asia Pacific,Singapore,116,7.90
8.219.93.5,8880,8880,false,SIN,Asia Pacific,Singapore,21,7.90
8.217.221.165,2083,2083,true,HKG,Asia Pacific,Hong Kong,56,7.90
8.222.252.150,2095,2095,false,SIN,Asia Pacific,Singapore,9,7.89
47.236.158.158,2095,2095,false,SIN,Asia Pacific,Singapore,12,7.89
47.236.144.208,2087,2087,true,SIN,Asia Pacific,Singapore,101,7.89
8.222.128.131,8443,8443,true,SIN,Asia Pacific,Singapore,57,7.89
47.242.79.71,2083,2083,true,HKG,Asia Pacific,Hong Kong,70,7.89
8.222.193.65,2082,2082,false,SIN,Asia Pacific,Singapore,4,7.88
47.243.70.197,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,7.88
8.222.144.117,2082,2082,false,SIN,Asia Pacific,Singapore,21,7.87
8.219.222.8,8080,8080,false,SIN,Asia Pacific,Singapore,5,7.87
47.243.162.49,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,7.86
8.222.150.197,2095,2095,false,SIN,Asia Pacific,Singapore,8,7.86
47.243.203.119,2053,2053,true,HKG,Asia Pacific,Hong Kong,75,7.86
8.217.147.230,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,7.86
8.219.40.37,8880,8880,false,SIN,Asia Pacific,Singapore,6,7.86
8.217.167.88,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,7.86
8.210.107.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,7.86
8.219.111.147,443,443,true,SIN,Asia Pacific,Singapore,94,7.86
8.219.4.122,2087,2087,true,SIN,Asia Pacific,Singapore,85,7.85
47.245.108.213,80,80,false,SIN,Asia Pacific,Singapore,7,7.85
8.219.235.164,80,80,false,SIN,Asia Pacific,Singapore,5,7.85
8.219.126.240,443,443,true,SIN,Asia Pacific,Singapore,67,7.85
8.222.236.229,2082,2082,false,SIN,Asia Pacific,Singapore,6,7.85
8.219.251.81,2083,2083,true,SIN,Asia Pacific,Singapore,85,7.84
8.219.174.213,2096,2096,true,SIN,Asia Pacific,Singapore,137,7.84
8.219.247.203,2086,2086,false,SIN,Asia Pacific,Singapore,6,7.84
47.236.164.215,2082,2082,false,SIN,Asia Pacific,Singapore,30,7.83
47.236.144.156,2053,2053,true,SIN,Asia Pacific,Singapore,86,7.83
8.219.220.88,8443,8443,true,SIN,Asia Pacific,Singapore,148,7.83
8.219.107.199,2083,2083,true,SIN,Asia Pacific,Singapore,71,7.83
8.217.49.34,2096,2096,true,HKG,Asia Pacific,Hong Kong,53,7.82
8.217.221.165,443,443,true,HKG,Asia Pacific,Hong Kong,53,7.82
8.219.178.101,2086,2086,false,SIN,Asia Pacific,Singapore,22,7.82
8.219.77.222,2087,2087,true,SIN,Asia Pacific,Singapore,68,7.82
8.219.247.203,2083,2083,true,SIN,Asia Pacific,Singapore,100,7.81
8.222.144.50,2086,2086,false,SIN,Asia Pacific,Singapore,7,7.81
8.219.126.3,8880,8880,false,SIN,Asia Pacific,Singapore,8,7.80
8.219.84.214,2083,2083,true,SIN,Asia Pacific,Singapore,73,7.80
8.219.142.229,2087,2087,true,SIN,Asia Pacific,Singapore,70,7.80
8.219.247.203,2087,2087,true,SIN,Asia Pacific,Singapore,121,7.79
47.236.144.48,8443,8443,true,SIN,Asia Pacific,Singapore,81,7.79
8.219.106.15,2083,2083,true,SIN,Asia Pacific,Singapore,83,7.79
8.219.60.54,2095,2095,false,SIN,Asia Pacific,Singapore,15,7.79
8.222.134.170,2053,2053,true,SIN,Asia Pacific,Singapore,30,7.79
8.219.50.180,443,443,true,SIN,Asia Pacific,Singapore,47,7.79
8.219.100.168,2083,2083,true,SIN,Asia Pacific,Singapore,106,7.78
47.236.144.208,8880,8880,false,SIN,Asia Pacific,Singapore,21,7.78
8.219.228.157,443,443,true,SIN,Asia Pacific,Singapore,73,7.78
8.219.195.47,2053,2053,true,SIN,Asia Pacific,Singapore,90,7.78
8.219.198.139,8080,8080,false,SIN,Asia Pacific,Singapore,11,7.78
47.236.166.131,2095,2095,false,SIN,Asia Pacific,Singapore,20,7.78
8.219.245.187,443,443,true,SIN,Asia Pacific,Singapore,55,7.77
8.219.42.72,2053,2053,true,SIN,Asia Pacific,Singapore,220,7.77
47.236.144.196,2082,2082,false,SIN,Asia Pacific,Singapore,21,7.77
8.219.196.24,2083,2083,true,SIN,Asia Pacific,Singapore,86,7.77
8.219.196.117,2087,2087,true,SIN,Asia Pacific,Singapore,141,7.77
47.236.254.120,2082,2082,false,SIN,Asia Pacific,Singapore,21,7.77
8.219.174.213,80,80,false,SIN,Asia Pacific,Singapore,4,7.76
8.219.199.220,443,443,true,SIN,Asia Pacific,Singapore,94,7.76
47.236.144.196,8443,8443,true,SIN,Asia Pacific,Singapore,106,7.75
8.222.252.150,2083,2083,true,SIN,Asia Pacific,Singapore,70,7.75
8.219.195.47,2095,2095,false,SIN,Asia Pacific,Singapore,5,7.75
8.219.83.201,8443,8443,true,SIN,Asia Pacific,Singapore,182,7.75
8.222.137.192,80,80,false,SIN,Asia Pacific,Singapore,43,7.75
8.222.252.150,8080,8080,false,SIN,Asia Pacific,Singapore,22,7.74
8.217.250.222,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,7.74
8.219.248.47,2053,2053,true,SIN,Asia Pacific,Singapore,86,7.74
47.236.123.133,2082,2082,false,SIN,Asia Pacific,Singapore,18,7.73
8.219.186.189,8880,8880,false,SIN,Asia Pacific,Singapore,7,7.73
8.222.180.242,2083,2083,true,SIN,Asia Pacific,Singapore,72,7.73
8.218.11.90,8880,8880,false,HKG,Asia Pacific,Hong Kong,71,7.73
8.219.170.223,8443,8443,true,SIN,Asia Pacific,Singapore,97,7.73
8.217.239.116,8443,8443,true,HKG,Asia Pacific,Hong Kong,71,7.73
8.219.193.22,2086,2086,false,SIN,Asia Pacific,Singapore,10,7.72
8.219.237.250,8080,8080,false,SIN,Asia Pacific,Singapore,60,7.72
47.236.169.141,2052,2052,false,SIN,Asia Pacific,Singapore,13,7.72
47.236.166.131,80,80,false,SIN,Asia Pacific,Singapore,24,7.72
8.210.39.96,2096,2096,true,HKG,Asia Pacific,Hong Kong,75,7.71
47.243.107.148,80,80,false,HKG,Asia Pacific,Hong Kong,44,7.71
8.219.111.175,2053,2053,true,SIN,Asia Pacific,Singapore,124,7.71
8.210.250.120,2087,2087,true,HKG,Asia Pacific,Hong Kong,49,7.71
8.219.174.142,2096,2096,true,SIN,Asia Pacific,Singapore,115,7.71
8.210.101.157,2053,2053,true,HKG,Asia Pacific,Hong Kong,118,7.71
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,35,7.70
8.219.4.122,8443,8443,true,SIN,Asia Pacific,Singapore,38,7.70
8.222.219.34,2095,2095,false,SIN,Asia Pacific,Singapore,9,7.70
8.217.239.116,8443,8443,true,HKG,Asia Pacific,Hong Kong,101,7.70
47.236.121.23,2096,2096,true,SIN,Asia Pacific,Singapore,53,7.69
47.236.123.133,8880,8880,false,SIN,Asia Pacific,Singapore,20,7.69
8.219.194.170,2095,2095,false,SIN,Asia Pacific,Singapore,24,7.69
8.219.60.54,443,443,true,SIN,Asia Pacific,Singapore,91,7.69
8.219.83.201,2083,2083,true,SIN,Asia Pacific,Singapore,66,7.69
8.222.152.165,8880,8880,false,SIN,Asia Pacific,Singapore,53,7.69
8.222.162.45,2087,2087,true,SIN,Asia Pacific,Singapore,50,7.69
8.222.174.108,8880,8880,false,SIN,Asia Pacific,Singapore,22,7.69
8.219.110.88,8443,8443,true,SIN,Asia Pacific,Singapore,90,7.69
8.219.122.55,2096,2096,true,SIN,Asia Pacific,Singapore,17,7.68
47.245.84.124,2053,2053,true,SIN,Asia Pacific,Singapore,66,7.68
8.219.72.50,443,443,true,SIN,Asia Pacific,Singapore,158,7.68
8.218.207.169,8443,8443,true,HKG,Asia Pacific,Hong Kong,92,7.68
8.210.146.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,7.67
8.219.161.129,2086,2086,false,SIN,Asia Pacific,Singapore,13,7.67
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,15,7.67
47.236.10.182,2096,2096,true,SIN,Asia Pacific,Singapore,51,7.66
8.222.219.34,2082,2082,false,SIN,Asia Pacific,Singapore,39,7.66
8.219.201.174,2053,2053,true,SIN,Asia Pacific,Singapore,30,7.66
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,59,7.66
8.222.137.192,8080,8080,false,SIN,Asia Pacific,Singapore,23,7.65
47.236.167.231,2082,2082,false,SIN,Asia Pacific,Singapore,23,7.65
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,17,7.65
8.222.137.192,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.65
8.217.250.222,2096,2096,true,HKG,Asia Pacific,Hong Kong,108,7.65
8.219.220.88,2096,2096,true,SIN,Asia Pacific,Singapore,68,7.64
8.222.252.150,443,443,true,SIN,Asia Pacific,Singapore,105,7.64
8.219.241.189,443,443,true,SIN,Asia Pacific,Singapore,86,7.64
47.243.183.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,7.64
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,7.64
8.219.73.21,2087,2087,true,SIN,Asia Pacific,Singapore,181,7.64
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,7,7.63
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,618,7.63
8.219.206.53,2082,2082,false,SIN,Asia Pacific,Singapore,24,7.63
8.219.213.112,2053,2053,true,SIN,Asia Pacific,Singapore,80,7.63
8.219.67.133,8880,8880,false,SIN,Asia Pacific,Singapore,9,7.63
8.219.84.214,2087,2087,true,SIN,Asia Pacific,Singapore,93,7.63
47.245.126.151,2082,2082,false,SIN,Asia Pacific,Singapore,11,7.63
8.222.180.86,80,80,false,SIN,Asia Pacific,Singapore,19,7.63
8.219.245.187,2083,2083,true,SIN,Asia Pacific,Singapore,119,7.62
8.222.184.198,8080,8080,false,SIN,Asia Pacific,Singapore,8,7.62
8.219.157.97,2083,2083,true,SIN,Asia Pacific,Singapore,91,7.61
8.219.107.199,2083,2083,true,SIN,Asia Pacific,Singapore,73,7.60
8.219.157.97,8080,8080,false,SIN,Asia Pacific,Singapore,40,7.60
8.219.122.96,2083,2083,true,SIN,Asia Pacific,Singapore,97,7.59
8.217.221.165,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,7.59
8.219.99.8,443,443,true,SIN,Asia Pacific,Singapore,113,7.59
8.219.111.175,8080,8080,false,SIN,Asia Pacific,Singapore,18,7.59
8.217.159.210,2053,2053,true,HKG,Asia Pacific,Hong Kong,97,7.59
